object_id,target,xgb_prob
galad_thangail_pethron,0,0.00456042168661952
gas_cair_gondrath,0,0.5630747675895691
gas_glaur_daen,0,0.30780982971191406
gaurwaith_Ithil_rhach,0,0.4383430480957031
gli_lembas_galadhrim,0,0.17840762436389923
gond_aduial_suil,0,0.4033159911632538
gond_pent_Dornhoth,0,0.5168290138244629
gondrath_saer_rach,0,0.5656781196594238
graw_heledir_lunt,0,0.08784084022045135
graw_idhren_narthan,0,0.003198677208274603
gul_braig_baug,0,0.41254356503486633
gwador_thurin_hal,0,0.5206657648086548
gwathui_adan_barad,0,0.4644745886325836
gwilwileth_aegas_ah,0,0.07428194582462311
gwilwileth_ungol_aegas,0,0.36851778626441956
hand_gwathui_alae,0,0.019232235848903656
hand_parf_gwathui,0,0.028329597786068916
helegnen_luith_raug,0,0.10655925422906876
helegnen_tathar_hend,0,0.006492759101092815
hervess_calad_firiel,0,0.3991752862930298
hervess_hend_lam,1,0.5902948975563049
hud_fast_hend,0,0.7757020592689514
imrad_achas_glamor,1,0.8897197842597961
imrad_nothrim_Sindarin,0,0.014932945370674133
ingem_hub_lembas,0,0.47017496824264526
ingem_lost_acharn,0,0.1913360059261322
ist_acharn_pendrath,0,0.04065261036157608
lagor_narthan_mindon,0,0.5063856244087219
lang_lalaith_meldir,0,0.0926106721162796
law_minuial_cabor,0,0.42325901985168457
lebdas_adab_aglareb,0,0.01794322207570076
limlug_mindon_iar,0,0.4801636040210724
limlug_pess_gwend,0,0.10556132346391678
lobor_mithren_fang,0,0.030749808996915817
lossen_pess_duin,0,0.44338685274124146
lost_ungol_draug,0,0.45515793561935425
luith_gobennas_ang,0,0.0013759282883256674
luith_saig_aranarth,0,0.1493285447359085
luithien_mindon_eirien,0,0.10627058148384094
maethor_meldir_rhosc,0,0.0042477562092244625
magor_elvellon_caras,0,0.7208787798881531
malad_saer_balrog,0,0.5159046053886414
manadh_gaurwaith_lalaith,0,0.41436201333999634
melethron_panas_aeglir,0,0.010824548080563545
mereth_aiglos_ram,0,0.4092877507209778
mindon_helegnen_galad,0,0.043782252818346024
mithril_suil_cugu,1,0.16108451783657074
myril_thurin_ist,0,0.06910330802202225
nadhras_pethron_ulug,0,0.11091562360525131
narthan_cugu_mir,0,0.5019542574882507
neledh_eglan_gwaloth,0,0.06958574056625366
nestad_agarwaen_saer,0,0.7840707302093506
nimbrethil_adab_maethor,0,0.6070210337638855
nur_nidh_fuin,0,0.4387052655220032
ogol_saig_adab,0,0.005514334421604872
onodrim_hervess_firion,0,0.7582672238349915
paich_Mirion_aeruil,0,0.0041245147585868835
paich_erchion_ablad,0,0.43347305059432983
paich_graw_haradrim,0,0.11540666967630386
panas_lalaith_bronwe,0,0.05917491763830185
parf_per_ruith,0,0.07614545524120331
pendrath_Gwathuirim_Elrim,0,0.008521424606442451
pent_agor_bronwe,1,0.5339685678482056
per_hwiniol_nimbrethil,0,0.11200325936079025
perian_gwend_gwilwileth,0,0.06215646117925644
perian_mir_balrog,0,0.004654146730899811
pethron_corf_menel,0,0.14366768300533295
raef_hud_baug,1,0.4180278182029724
ram_thavron_rusc,1,0.5990530252456665
rhach_bellas_alae,0,0.0007313252426683903
rhun_mir_magol,0,0.01723971590399742
riel_glae_gellui,0,0.28871339559555054
riel_glass_lasguil,0,0.07506457716226578
riel_nadhras_firiel,0,0.0015441608848050237
ris_hul_minas,0,0.022699646651744843
ris_perian_Tawarwaith,0,0.0012989214155822992
rist_anwar_amlug,0,0.44768810272216797
roch_hal_eryn,0,0.009007943794131279
roch_magol_luin,0,0.11681538075208664
rochben_roch_naer,0,0.009294377639889717
rom_cae_mil,0,0.4151632785797119
rom_lass_laug,0,0.12644901871681213
romru_elvellon_alph,0,0.2363956719636917
rudh_achas_lachenn,0,0.004266007803380489
ruith_nell_alph,0,0.02417764440178871
ruith_nur_aranarth,0,0.09839869290590286
ryn_amarth_rhach,0,0.42806053161621094
saig_nagol_rodwen,0,0.14109379053115845
salph_iar_merilin,0,0.44296056032180786
sammar_luin_rom,0,0.4616899788379669
soga_forodrim_aith,0,0.012424534186720848
soga_galad_amon,0,0.48301175236701965
suil_sogannen_bain,1,0.42986300587654114
talraph_anann_nestad,0,0.00883171334862709
tang_aranarth_gwanur,0,0.07070162147283554
tavor_hud_parf,0,0.5063042640686035
tavor_luin_espalass,0,0.0036930495407432318
thamas_hud_cuil,1,0.8815909028053284
thul_iar_lalaith,0,0.03773404657840729
tinnu_maen_gaurwaith,0,0.018270622938871384
tirith_randir_gwanur,0,0.044937506318092346
tobas_Elrim_salph,1,0.5660423636436462
tobas_hub_glandagol,0,0.0054764095693826675
uir_edlothiad_espalass,0,0.09951580315828323
uruk_narthan_lin,0,0.007341967895627022
ylf_gath_dannas,0,0.6452689170837402
Druadan_rodwen_bragol,1,0.4558316171169281
Elrim_harad_menel,1,0.8172205686569214
Eluwaith_nestad_in,0,0.008564337156713009
Ennor_nimp_rovalug,0,0.007443354930728674
Rochirrim_dunadan_annon,0,0.4755275249481201
Rochirrim_pennas_fervain,0,0.11018780618906021
aes_faun_melethron,0,0.055606693029403687
agor_galenas_pod,0,0.45486485958099365
agor_gaurwaith_hervenn,0,0.005286208353936672
ah_eirien_mithren,0,0.14618371427059174
aiglos_iphant_corf,0,0.008092164061963558
amath_lobor_rhun,0,0.02459671162068844
amloth_gaw_lalaith,0,0.46816328167915344
amloth_talraph_puig,0,0.07767706364393234
angos_rochir_aras,1,0.7513894438743591
ank_raegdan_iaun,0,0.6576740145683289
araf_gwaun_nagol,0,0.4354342222213745
aran_lin_gwaun,0,0.024480575695633888
badhor_mirdan_hwiniol,0,0.0391228124499321
bass_thamas_galadhrim,0,0.01674201898276806
bellas_nell_amath,0,0.004466019570827484
bellas_rochben_aith,0,0.4812556803226471
bragol_gwathui_gobennas,0,0.4135149121284485
bragol_ninglor_ank,0,0.0185745507478714
braig_dunedhel_elu,0,0.14759084582328796
calad_suil_badhor,0,0.0044125341810286045
callon_daen_harad,0,0.5311787724494934
callon_pess_hand,0,0.4022434949874878
caras_uanui_merilin,0,0.23971916735172272
celeb_Ithil_cuin,0,0.1482062190771103
celon_agor_elu,0,0.028783326968550682
cirdan_araf_maecheneb,0,0.5069605708122253
cuin_corch_nothrim,0,0.04618236795067787
cuin_gondrath_aith,0,0.10996052622795105
cuin_pess_uir,0,0.004373603034764528
cund_Mirion_dunedhel,0,0.5079434514045715
dirnaith_heledh_minas,0,0.41551369428634644
dol_mirdan_adan,0,0.041770387440919876
drafn_achas_rochben,0,0.5104087591171265
drego_amlug_galadhrim,0,0.05880420655012131
dunedhel_min_hub,0,0.006585434079170227
edlothiad_celeb_menel,0,0.023311516270041466
eilian_hud_lossen,0,0.45193618535995483
erchion_lend_lain,0,0.06884733587503433
eredh_nothrim_hador,0,0.015627752989530563
espalass_ryn_ist,0,0.293679416179657
fast_cenedril_pod,0,0.3602695167064667
faun_heledh_onodrim,0,0.003521525301039219
firiel_tinuviel_ennorath,0,0.5360592007637024
gador_galad_myril,0,0.009250878356397152
galadhrim_bellas_amarth,0,0.03624580800533295
gath_laes_gaur,0,0.5616521835327148
gaurwaith_tamin_ungol,1,0.3140019178390503
gaw_hador_peredhel,0,0.40915846824645996
gellui_maecheneb_raef,0,0.4092309772968292
gil_mithren_luithien,0,0.0016324113821610808
glandagol_dunadan_min,0,0.005914967507123947
glass_menel_rudh,0,0.48188477754592896
glass_nidh_cenedril,0,0.006564246024936438
gobennas_gondrath_puig,0,0.43292349576950073
gond_Mirion_lain,0,0.09679699689149857
gondrath_haudh_mund,0,0.13492734730243683
gorn_lebenedh_bregedur,0,0.006739538628607988
gorn_narthan_agar,0,0.01037067174911499
grond_ogol_pennas,0,0.010916074737906456
gul_celon_gond,0,0.002505294047296047
gul_eirien_anwar,0,0.07499180734157562
gwanur_Gwathuirim_Rochirrim,0,0.11503159254789352
gwanur_thul_firion,0,0.011876740492880344
gwarth_bellas_glamor,1,0.3012739419937134
gwend_grond_Mithrim,0,0.4842049181461334
harad_archam_cae,0,0.41192230582237244
harad_rochben_forodrim,0,0.501702070236206
harad_tirith_mithren,1,0.5360449552536011
haradrim_fae_maecheneb,0,0.5256242156028748
haudh_pod_maecheneb,0,0.10901162773370743
helegnen_faradrim_cae,1,0.5213379263877869
hervenn_rhosc_honeg,0,0.43819284439086914
hervenn_tang_callon,0,0.0013992717722430825
hervess_bellas_aiglos,0,0.29192766547203064
honeg_fern_saig,0,0.0017676051938906312
honeg_romru_soga,0,0.4123782515525818
hud_bregedur_rist,1,0.5284965634346008
idhren_aear_min,0,0.007496426347643137
idhren_paich_merilin,0,0.014960108324885368
ithron_andrann_lebdas,0,0.07277222722768784
lacha_Ennor_ogol,0,0.2460947483778
lachenn_dirnaith_gwador,0,0.09003326296806335
lachenn_imlad_cugu,0,0.7265369892120361
laer_rusc_uruk,0,0.014085091650485992
lain_imlad_salph,0,0.4103328287601471
lain_tinuviel_aduial,0,0.11727794259786606
lam_aeruil_muinthel,0,0.22265326976776123
lam_anann_gador,0,0.17934608459472656
law_ithildin_andrann,0,0.09463244676589966
law_pent_sammar,0,0.06956933438777924
lorn_thul_gwathui,0,0.6924257874488831
loss_iaun_gwael,0,0.09575269371271133
loss_laer_amloth,0,0.008790598250925541
loss_toll_perian,0,0.8824875354766846
lossen_aear_faun,0,0.5602424144744873
luith_fast_aear,0,0.0074820504523813725
maethor_tobas_laug,0,0.02304096706211567
magol_mund_baug,0,0.06951535493135452
magor_hend_amarth,0,0.4618363082408905
melethron_graw_imrath,1,0.30894893407821655
menel_hervess_lend,0,0.4395345449447632
mereth_faun_bass,0,0.49405398964881897
mereth_lachenn_heleg,0,0.06294552981853485
min_noroth_manadh,0,0.10452140867710114
minai_uruk_rochir,0,0.035924121737480164
minas_lain_cirion,0,0.322315514087677
mindon_tang_firion,0,0.05241639167070389
minuial_meril_salab,0,0.11848771572113037
morgul_ennorath_magor,0,0.4425108730792999
morn_sogannen_midh,0,0.15825654566287994
muinthel_iphant_tathar,0,0.0027067053597420454
nadhras_galas_nestad,0,0.01989920809864998
nagol_lavan_salab,0,0.43541935086250305
nana_Mithrim_fuin,0,0.01426684483885765
nana_lost_luin,0,0.39644625782966614
narthan_hub_daen,0,0.020299401134252548
nimbrethil_fern_aphadrim,0,0.0042463731952011585
noroth_hend_grond,0,0.012232099659740925
nothrim_ninglor_tinuviel,0,0.0015516594285145402
paich_ithildin_gorn,0,0.005452371668070555
panas_magol_loss,0,0.5079261660575867
panas_pilin_ah,0,0.0021836399100720882
parf_Ennor_idhren,0,0.004555728752166033
pennas_baneth_ingem,0,0.0027701619546860456
per_baug_cund,0,0.41436201333999634
pess_ank_cabor,0,0.07900256663560867
rach_Gonhir_rom,0,0.07125470042228699
raef_lossen_panas,0,0.19695046544075012
ram_haeron_imrath,0,0.41192230582237244
raug_parf_ungol,0,0.010990606620907784
rhach_aeglir_midh,0,0.04795144498348236
rhach_aeruil_glandagol,0,0.0026589154731482267
rhosc_menel_eirien,0,0.09784422069787979
rhosc_meril_uir,0,0.30434632301330566
rhun_anwar_iaun,1,0.4866146445274353
rhun_gwador_toll,0,0.045379891991615295
rist_lacha_hal,0,0.18849880993366241
rochir_Sindarin_merilin,0,0.498342901468277
rovalug_adel_tamin,0,0.016421066597104073
rovalug_drego_lachenn,0,0.13386191427707672
rovalug_imlad_alagos,0,0.037201955914497375
rudh_hul_cair,0,0.004444807767868042
ruith_rochben_aes,0,0.34668007493019104
rusc_erchion_balrog,1,0.7812104225158691
saelor_glass_cenedril,1,0.1369115114212036
saer_imrath_gorn,0,0.012009664438664913
saig_Rochirrim_haust,0,0.2674294114112854
saig_sammar_faen,0,0.500153124332428
sammar_gond_fast,0,0.07421170920133591
sirion_lobor_angos,0,0.13479143381118774
soga_yll_cirdan,0,0.006012622732669115
talraph_glamor_galad,0,0.003054630709812045
tathar_noroth_thor,0,0.07224638760089874
thamas_gwilwileth_cund,0,0.20064865052700043
thamas_minas_tavor,0,0.002053697593510151
thamas_sammar_ira,0,0.006265783216804266
thangail_fae_riel,0,0.38495102524757385
thor_cabor_eilian,0,0.0479593351483345
thor_ennorath_iar,0,0.44563204050064087
thor_lobor_hand,0,0.18713060021400452
thul_neledh_nur,0,0.4302264153957367
tinuviel_randir_cuil,0,0.308988481760025
tinuviel_tamin_melethron,0,0.4461151361465454
tirith_amath_mil,0,0.23853936791419983
Druadan_lorn_morgul,0,0.47461584210395813
Eluwaith_lain_curunir,0,0.013084786012768745
Eru_saelor_tegilbor,1,0.21351025998592377
Mithrim_merilin_gwachaedir,0,0.3693453073501587
Rochirrim_pent_gil,0,0.22768031060695648
Sindarin_rusc_glamog,0,0.4979347884654999
acharn_nost_mil,0,0.07563406229019165
acharn_uir_bregedur,0,0.4621106684207916
adab_Gonhir_gwanur,0,0.09949703514575958
adar_inias_hand,0,0.055013395845890045
aerlinn_raef_nimbrethil,0,0.11062362045049667
aes_perian_fae,0,0.003836122341454029
aes_rhovan_erchion,0,0.0991273894906044
ah_fervain_Ennor,0,0.0042332191951572895
ah_mir_Mithrim,0,0.0021323529072105885
amarth_ai_Gonhir,0,0.018555058166384697
amarth_heledir_gil,0,0.009226611815392971
amath_celon_agarwaen,0,0.002111339708790183
anann_rom_anwar,0,0.946861982345581
angos_tamin_haust,0,0.002391756046563387
ank_fast_luithien,0,0.04107136279344559
ank_glandagol_law,0,0.0062192087061703205
anwar_gas_gaw,0,0.00447565084323287
aphadrim_lain_minai,0,0.08151707798242569
aran_aear_muinthel,0,0.013068514876067638
aras_Elrim_Gwathuirim,0,0.741072416305542
badhor_firiel_tinnu,0,0.2605910897254944
bain_gobennas_minas,0,0.4322440028190613
cabor_paich_galad,0,0.009466181509196758
calad_laug_erchion,0,0.49254652857780457
callon_thangail_aerlinn,0,0.011783449910581112
certh_adel_imlad,0,0.11220987141132355
certh_curunir_luith,0,0.06659384071826935
cirdan_luith_maethor,0,0.03364637494087219
cirion_cair_echad,0,0.33525145053863525
cugu_ruith_toll,0,0.005713822785764933
cuil_magor_andrann,0,0.025560878217220306
daen_saelor_gil,0,0.41713616251945496
dagnir_archam_raegdan,0,0.010086539201438427
edlothiad_Ennor_graw,0,0.7607079744338989
elvellon_gador_fern,0,0.15828374028205872
erchion_lobor_hwiniol,1,0.23261995613574982
eryn_roch_tann,0,0.5352951288223267
fang_aegas_fervain,0,0.016237521544098854
faradrim_yll_honeg,0,0.10536880791187286
faun_faradrim_cae,0,0.011652291752398014
fern_lagor_guldur,0,0.002331485040485859
fervain_tamin_firion,0,0.009909828193485737
firiel_maen_sirion,0,0.06318441778421402
forodrim_dunedhel_galadhrim,0,0.4256967306137085
fuin_helegnen_rochir,0,0.0072114840149879456
galadhrim_aderthad_balrog,0,0.0020607979968190193
galadhrim_inias_Dornhoth,0,0.004474293440580368
galadhrim_uruk_gwend,0,0.004769420251250267
galvorn_gador_braig,0,0.41462722420692444
gas_magol_idhren,0,0.11820167303085327
gil_amdir_corf,0,0.011454802937805653
gilgalad_nidh_mir,0,0.07635429501533508
glaur_Rochirrim_aeglir,0,0.008093266747891903
gwador_pent_faun,0,0.02274714782834053
gwaloth_aith_ulug,0,0.018625915050506592
gwanur_adar_anwar,0,0.1251334398984909
gwarth_lin_lasguil,0,0.6138322353363037
gwarth_rach_magor,0,0.015556787140667439
gwathui_gwael_heron,0,0.12416611611843109
gwathui_navaer_glaur,1,0.5411831736564636
gwaun_naer_tamin,0,0.09735265374183655
gwend_dol_inias,0,0.17732900381088257
gwend_harad_lalaith,0,0.4518553614616394
gwilwileth_cair_tavor,0,0.5533435344696045
hadhod_ram_calad,0,0.004055832512676716
hal_alae_suil,0,0.012804833240807056
hast_eryn_ah,0,0.4496760666370392
haust_vin_uan,0,0.4697735905647278
heleg_agar_melethron,0,0.013884793035686016
helegnen_idhren_hul,0,0.008635563775897026
helegnen_tachol_corf,0,0.0029017473571002483
imrad_lebed_corf,0,0.0867021232843399
imrath_gaurwaith_mil,0,0.4308321177959442
in_hervenn_malad,0,0.4150531589984894
lain_bronwe_tamin,0,0.41721075773239136
lain_gilgalad_pess,0,0.008118366822600365
lam_gwanur_lin,0,0.0220860056579113
lam_lathron_talraph,0,0.012951860204339027
laug_imrath_gaur,0,0.09286081790924072
lebed_nadhras_iphant,0,0.006495182868093252
lebenedh_imrad_adab,0,0.02648322656750679
lebenedh_law_gwaloth,0,0.4123782515525818
lhug_amlug_ithildin,0,0.12578973174095154
lin_cirion_maecheneb,0,0.27327367663383484
lossen_rovalug_luithien,0,0.40915846824645996
luin_thor_aear,0,0.3845648169517517
lunt_gwend_imrath,0,0.29743438959121704
magol_hador_thor,0,0.4529612064361572
magor_aiglos_amon,0,0.07657276839017868
melethron_drafn_Gwathuirim,0,0.06931488960981369
mil_emel_mir,0,0.0012503898469731212
min_heleg_pethron,0,0.42156508564949036
morgul_lembas_dam,0,0.05792240425944328
muil_bragol_aeruil,0,0.008074463345110416
muil_inias_dunadan,0,0.006010422948747873
muinthel_aegas_Druadan,0,0.004792655818164349
muinthel_cuil_uan,0,0.4529561400413513
mund_parf_Eru,0,0.03885685279965401
nana_celeb_fast,0,0.0267340000718832
narthan_puig_haeron,0,0.5202319025993347
nell_dam_guldur,0,0.08226270973682404
nell_rusc_roch,0,0.494829922914505
nestad_sogannen_gobennas,0,0.011990358121693134
nidh_pendrath_dunedhel,0,0.015172509476542473
nim_cuin_saer,0,0.004563875496387482
nimp_tamin_alagos,0,0.005281471647322178
ninglor_ank_helegnen,0,0.09669606387615204
nost_tachol_rom,0,0.6739473938941956
nur_angos_gaurwaith,0,0.07892382144927979
pent_gobennas_achas,0,0.13548532128334045
perian_gwaun_minuial,0,0.4214544892311096
pilin_minai_bellas,0,0.032653260976076126
ram_ogol_cuil,0,0.00298099871724844
riel_edlothiad_elvellon,0,0.0790577083826065
ris_heledh_Tawarwaith,0,0.2630273401737213
ris_hud_magor,0,0.34782370924949646
rochir_eirien_tann,0,0.007691988255828619
romru_Gwathuirim_per,0,0.003651862032711506
romru_ithildin_alagos,0,0.41192230582237244
ruith_bain_gwachaedir,0,0.42245638370513916
rusc_emel_rist,0,0.019449176266789436
sador_bass_tinuviel,0,0.013839984312653542
saer_ylf_hervess,0,0.40912288427352905
saew_aglareb_rhun,0,0.4187485873699188
saig_forodrim_bass,0,0.023874418810009956
tang_Gwathuirim_aerlinn,0,0.0032384234946221113
thamas_pethron_eilian,0,0.015829745680093765
thangail_aran_adan,0,0.0014333887957036495
thangail_rhun_meldir,0,0.17365379631519318
uan_bellas_iaun,0,0.0032971480395644903
ulug_espalass_muil,0,0.013782914727926254
vin_celeb_ruith,0,0.0636078268289566
Dornhoth_rist_lalaith,0,0.016671473160386086
Elrim_firiel_soga,0,0.7533115148544312
Elrim_heledir_fervain,0,0.08637495338916779
Gwathuirim_meldir_fuin,1,0.7462686896324158
Ithil_uanui_Eluwaith,0,0.5376459956169128
Mirion_baug_angos,0,0.09120658040046692
Sindarin_araf_pilin,1,0.8130130171775818
adar_amlug_eryn,0,0.07532024383544922
adel_glae_melethron,0,0.030571866780519485
aderthad_ulug_nadhras,0,0.005681229289621115
aduial_anann_aphadrim,0,0.44533178210258484
aerlinn_nagol_bellas,0,0.41403403878211975
agor_araf_faradrim,0,0.05898825079202652
amloth_pess_gwathui,0,0.15020574629306793
amon_cirion_annon,1,0.8177350759506226
angos_celon_lain,0,0.023982759565114975
ank_heledh_rudh,0,0.4144365191459656
anwar_gilgalad_luith,1,0.5982984900474548
anwar_raef_fervain,0,0.0016217698575928807
aranarth_gwilwileth_laer,0,0.25201666355133057
aras_minai_yll,0,0.020311202853918076
aras_rusc_rhovan,0,0.0020624715834856033
archam_calad_lossen,0,0.0012767360312864184
badhor_rhach_rach,0,0.09534243494272232
balrog_gil_rhosc,0,0.2815154790878296
barad_nur_gobennas,0,0.0015808955067768693
corf_annon_talraph,0,0.17553849518299103
cugu_mund_celeb,0,0.03274085372686386
cund_gath_loss,0,0.525120735168457
cund_lathron_galenas,0,0.2551639974117279
cyron_amlug_lebenedh,0,0.044090237468481064
dannas_gul_bronwe,0,0.46887829899787903
dol_adan_dunadan,0,0.40915846824645996
drafn_mund_mithren,0,0.412414014339447
draug_drafn_gwend,0,0.16128820180892944
eirien_Druadan_ingem,1,0.8781853318214417
eirien_uruk_cirdan,0,0.37047716975212097
elu_certh_lam,0,0.002979209180921316
emel_annon_aith,0,0.1286121904850006
erchion_alagos_thurin,0,0.08741728961467743
eryn_saig_cirdan,0,0.008287733420729637
fang_gwilwileth_uan,0,0.22569110989570618
fang_thamas_eirien,1,0.7001339197158813
fern_aerlinn_rhovan,0,0.16835786402225494
firion_erchion_glae,0,0.38285622000694275
forodrim_Mirion_balrog,0,0.42185869812965393
forodrim_navaer_rhach,0,0.023351965472102165
fuin_ryn_amdir,1,0.4863758385181427
gador_Tawarwaith_rhovan,0,0.6582093834877014
gaur_barad_faradrim,0,0.004996432922780514
gaur_galas_rach,0,0.004778806120157242
gaurwaith_ira_fast,0,0.0008483696728944778
gilgalad_nothrim_alph,0,0.3796890079975128
glae_aear_minai,0,0.07292668521404266
glae_anwar_adab,0,0.015665573999285698
glandagol_gwael_gaur,0,0.00928837712854147
gli_cirdan_lobor,0,0.5859822034835815
graw_anann_uir,0,0.40945833921432495
gwael_saer_lebenedh,0,0.004523649346083403
gwarth_lorn_lost,0,0.11693958938121796
gwilwileth_dirnaith_lagor,0,0.035367172211408615
hadhod_annon_agarwaen,0,0.29709094762802124
haeron_pendrath_gwaloth,0,0.013464253395795822
haradrim_pess_gwarth,0,0.07742960751056671
haust_fuin_paich,0,0.2138759046792984
helegnen_rovalug_anwar,0,0.10014957189559937
hervenn_Gonhir_eryn,0,0.0852406919002533
hervenn_alae_braig,0,0.17309872806072235
hud_uanui_ira,0,0.09088949859142303
iaun_gil_cuin,0,0.06375560909509659
imlad_heron_lang,0,0.0037081388290971518
ist_erchion_cyron,0,0.10479501634836197
ithron_galvorn_gaur,1,0.5602424144744873
lacha_amlug_braig,0,0.4760173559188843
lacha_duin_uanui,0,0.11355642974376678
lachenn_galenas_tamin,0,0.4959329664707184
laer_gellui_gador,0,0.4123782515525818
lam_aegas_romru,0,0.5064564943313599
lass_suil_aiglos,0,0.02976837195456028
lavan_peredhel_pilin,0,0.1799919158220291
law_soga_Tawarwaith,0,0.41061457991600037
lebdas_noroth_ang,0,0.006005047354847193
lebenedh_aith_aear,0,0.022654466331005096
lembas_hast_helegnen,0,0.16166727244853973
lobor_gwachaedir_emel,0,0.1582266092300415
lost_muil_cabed,0,0.20116564631462097
lost_ulug_aeglir,0,0.42401766777038574
lunt_thul_Sindarin,0,0.0656442791223526
maethor_ah_haeron,0,0.16340987384319305
mereth_iphant_gil,0,0.1925739049911499
mil_ris_lain,0,0.020281599834561348
minai_lebed_eilian,0,0.026299718767404556
morn_naer_fang,0,0.0045768264681100845
muil_Gwathuirim_espalass,0,0.48619335889816284
nana_aith_eglan,0,0.004503409378230572
narthan_suil_araf,0,0.006039722356945276
neledh_nell_cuin,0,0.461193710565567
nell_ithildin_uir,0,0.4811913073062897
nestad_ablad_rach,0,0.03542511537671089
nidh_ram_achas,0,0.2210143804550171
nim_lossen_lang,0,0.4247703552246094
onodrim_dirnaith_minas,0,0.3384498357772827
onodrim_ulug_lobor,0,0.1352454125881195
panas_salph_raug,0,0.4123782515525818
panas_soga_gador,0,0.0017333851428702474
peredhel_aeruil_forodrim,0,0.13561543822288513
perian_lagor_luithien,0,0.0010967535199597478
pethron_Elrim_rochben,0,0.08196604251861572
pethron_neledh_glae,0,0.03224547207355499
pod_gondrath_archam,0,0.14179116487503052
pod_iar_celeb,0,0.27977749705314636
raef_Mirion_lebed,1,0.7168415784835815
randir_dam_ennorath,0,0.5588500499725342
rhosc_minai_hend,0,0.0041847252286970615
rhosc_noroth_bragol,0,0.12905149161815643
rhun_fang_tavor,0,0.4232090711593628
rom_raef_lavan,0,0.40932345390319824
ruith_cuil_fast,0,0.02310640923678875
rust_hador_parf,0,0.06931663304567337
ryn_thamas_imrath,0,0.03151381388306618
sador_lin_eilian,0,0.5903305411338806
saer_aith_talraph,0,0.40915846824645996
saig_idhren_daen,0,0.627124011516571
salab_heledh_Rochirrim,0,0.40942272543907166
salab_hu_maethor,0,0.1973891705274582
salab_hwiniol_ira,0,0.38061925768852234
salab_tirith_Ithil,1,0.193173348903656
sammar_idhren_nath,0,0.4526025950908661
sirion_peredhel_suil,0,0.5121007561683655
soga_hador_hadhod,0,0.20200903713703156
soga_ylf_gas,0,0.09531459212303162
tachol_hast_lam,0,0.14577817916870117
tachol_saig_lorn,0,0.47653642296791077
thangail_dol_sirion,0,0.008400702849030495
thangail_hend_nadhras,0,0.41414254903793335
thurin_aegas_bregedur,1,0.5527319312095642
thurin_pent_minuial,0,0.08732172846794128
thurin_rust_luin,0,0.013964650221168995
tobas_hun_peredhel,1,0.8902747631072998
tobas_narthan_min,0,0.423534631729126
uan_gaur_maethor,0,0.4150531589984894
ungol_limlug_tirith,0,0.46460476517677307
ylf_gwador_eilian,0,0.40912288427352905
ylf_suil_eirien,0,0.4262508451938629
yll_tamin_fern,0,0.41275036334991455
Druadan_galadhrim_narthan,0,0.4539164900779724
Ithil_uan_hub,0,0.12655222415924072
Mithrim_lam_anann,0,0.42805060744285583
Rochirrim_gwael_muinthel,0,0.07627555727958679
achad_gwaloth_pilin,0,0.4722350537776947
achas_grond_pilin,0,0.34539249539375305
achas_saer_hand,1,0.6616023778915405
adab_magol_cyron,0,0.016210952773690224
